team,player,pos,xg90,xsot90,goals,xg,minutes,is_placeholder_stats
Sunderland,Luís Semedo,FW,0.415,1.06,11.0,10.65,2560.0,False
Sunderland,Jocelin Bi,FW,0.415,1.06,11.0,10.65,2560.0,False
Tottenham Hotspur,Guglielmo Vicario,GK,0.305,0.835,8.0,7.8,2600.0,False
Sunderland,Brian Brobbey,FW,0.415,1.06,11.0,10.65,2560.0,False
Brentford,Michael Kayode,DF,0.09,0.25,3.0,2.8,2800.0,False
Manchester City,Jeremy Doku,FW,0.415,1.06,11.0,10.65,2560.0,False
Brentford,Aaron Hickey,DF,0.09,0.25,3.0,2.8,2800.0,False
Nottingham Forest,Nikola Milenković,DF,0.09,0.25,3.0,2.8,2800.0,False
Nottingham Forest,Ola Aina,DF,0.09,0.25,3.0,2.8,2800.0,False
Nottingham Forest,Omar Richards,DF,0.09,0.25,3.0,2.8,2800.0,False
Nottingham Forest,Morato,DF,0.09,0.25,3.0,2.8,2800.0,False
Nottingham Forest,Neco Williams,DF,0.09,0.25,3.0,2.8,2800.0,False
Nottingham Forest,Luca Netz,DF,0.09,0.25,3.0,2.8,2800.0,False
Nottingham Forest,Jair Paula,DF,0.09,0.25,3.0,2.8,2800.0,False
Nottingham Forest,Ousmane Diomande,DF,0.09,0.25,3.0,2.8,2800.0,False
Nottingham Forest,Nicolò Savona,DF,0.09,0.25,3.0,2.8,2800.0,False
Leeds United,Dominic Calvert-Lewin,FW,0.415,1.06,11.0,10.65,2560.0,False
Nottingham Forest,Tyler Bindon,DF,0.09,0.25,3.0,2.8,2800.0,False
Leeds United,Jack Harrison,FW,0.415,1.06,11.0,10.65,2560.0,False
Leeds United,James Trafford,GK,0.305,0.835,8.0,7.8,2600.0,False
Leeds United,Brenden Aaronson,MF,0.21,0.6,6.0,5.2,2600.0,False
Tottenham Hotspur,Wilson Odobert,FW,0.415,1.06,11.0,10.65,2560.0,False
Tottenham Hotspur,Mikey Moore,FW,0.415,1.06,11.0,10.65,2560.0,False
Tottenham Hotspur,Min-hyuk Yang,FW,0.415,1.06,11.0,10.65,2560.0,False
Nottingham Forest,Steven Benda,GK,0.305,0.835,8.0,7.8,2600.0,False
Tottenham Hotspur,William Lankshear,FW,0.415,1.06,11.0,10.65,2560.0,False
Nottingham Forest,Matz Sels,GK,0.305,0.835,8.0,7.8,2600.0,False
Ipswich Town,Sindre Egeli,FW,0.415,1.06,11.0,10.65,2560.0,False
Nottingham Forest,Taiwo Awoniyi,FW,0.415,1.06,11.0,10.65,2560.0,False
Nottingham Forest,Dan Ndoye,FW,0.415,1.06,11.0,10.65,2560.0,False
Nottingham Forest,Arnaud Kalimuendo,FW,0.415,1.06,11.0,10.65,2560.0,False
Nottingham Forest,Dilane Bakwa,FW,0.415,1.06,11.0,10.65,2560.0,False
Nottingham Forest,Omari Hutchinson,FW,0.415,1.06,11.0,10.65,2560.0,False
Nottingham Forest,Igor Jesus,FW,0.415,1.06,11.0,10.65,2560.0,False
Crystal Palace,Dean Henderson,GK,0.305,0.835,8.0,7.8,2600.0,False
Crystal Palace,Remi Matthews,GK,0.305,0.835,8.0,7.8,2600.0,False
Crystal Palace,Walter Benítez,GK,0.305,0.835,8.0,7.8,2600.0,False
Crystal Palace,Owen Goodman,GK,0.305,0.835,8.0,7.8,2600.0,False
Nottingham Forest,Morgan Gibbs-White,MF,0.21,0.6,6.0,5.2,2600.0,False
Ipswich Town,Daizen Maeda,FW,0.415,1.06,11.0,10.65,2560.0,False
Nottingham Forest,Eric da Silva Moreira,DF,0.09,0.25,3.0,2.8,2800.0,False
Nottingham Forest,Zach Abbott,DF,0.09,0.25,3.0,2.8,2800.0,False
Ipswich Town,Emersonn,FW,0.415,1.06,11.0,10.65,2560.0,False
Ipswich Town,Ali Al-Hamadi,FW,0.415,1.06,11.0,10.65,2560.0,False
Ipswich Town,Abdul Issahaku,FW,0.415,1.06,11.0,10.65,2560.0,False
Nottingham Forest,John,GK,0.305,0.835,8.0,7.8,2600.0,False
Hull City,Jack Butland,GK,0.305,0.835,8.0,7.8,2600.0,False
Hull City,Dillon Phillips,GK,0.305,0.835,8.0,7.8,2600.0,False
Hull City,Harvey Cartwright,GK,0.305,0.835,8.0,7.8,2600.0,False
Tottenham Hotspur,Pape Sarr,MF,0.21,0.6,6.0,5.2,2600.0,False
Tottenham Hotspur,Archie Gray,MF,0.21,0.6,6.0,5.2,2600.0,False
Tottenham Hotspur,Mateus Fernandes,MF,0.21,0.6,6.0,5.2,2600.0,False
Tottenham Hotspur,Lucas Bergvall,MF,0.21,0.6,6.0,5.2,2600.0,False
Tottenham Hotspur,Dominic Solanke,FW,0.415,1.06,11.0,10.65,2560.0,False
Hull City,Matty Jacob,DF,0.09,0.25,3.0,2.8,2800.0,False
Hull City,Charlie Hughes,DF,0.09,0.25,3.0,2.8,2800.0,False
Hull City,Nobel Mendy,DF,0.09,0.25,3.0,2.8,2800.0,False
Hull City,Lucas Herrington,DF,0.09,0.25,3.0,2.8,2800.0,False
Crystal Palace,Nathaniel Clyne,DF,0.09,0.25,3.0,2.8,2800.0,False
Leeds United,Nico Elvedi,DF,0.09,0.25,3.0,2.8,2800.0,False
Leeds United,Jayden Bogle,DF,0.09,0.25,3.0,2.8,2800.0,False
Leeds United,James Justin,DF,0.09,0.25,3.0,2.8,2800.0,False
Leeds United,Joe Rodon,DF,0.09,0.25,3.0,2.8,2800.0,False
Leeds United,Maximilian Wöber,DF,0.09,0.25,3.0,2.8,2800.0,False
Leeds United,Sam Byram,DF,0.09,0.25,3.0,2.8,2800.0,False
Leeds United,Sebastiaan Bornauw,DF,0.09,0.25,3.0,2.8,2800.0,False
Tottenham Hotspur,Xavi Simons,MF,0.21,0.6,6.0,5.2,2600.0,False
Tottenham Hotspur,Conor Gallagher,MF,0.21,0.6,6.0,5.2,2600.0,False
Tottenham Hotspur,Sandro Tonali,MF,0.21,0.6,6.0,5.2,2600.0,False
Tottenham Hotspur,Rodrigo Bentancur,MF,0.21,0.6,6.0,5.2,2600.0,False
Tottenham Hotspur,Mathys Tel,FW,0.415,1.06,11.0,10.65,2560.0,False
Hull City,Konstantinos Tzolakis,GK,0.305,0.835,8.0,7.8,2600.0,False
Hull City,Matt Targett,DF,0.09,0.25,3.0,2.8,2800.0,False
Hull City,Paddy McNair,DF,0.09,0.25,3.0,2.8,2800.0,False
Hull City,John Egan,DF,0.09,0.25,3.0,2.8,2800.0,False
Hull City,Lewie Coyle,DF,0.09,0.25,3.0,2.8,2800.0,False
Hull City,Semi Ajayi,DF,0.09,0.25,3.0,2.8,2800.0,False
Hull City,Ryan John Giles,DF,0.09,0.25,3.0,2.8,2800.0,False
Nottingham Forest,Chris Wood,FW,0.415,1.06,11.0,10.65,2560.0,False
Hull City,Cody Drameh,DF,0.09,0.25,3.0,2.8,2800.0,False
Tottenham Hotspur,Dane Scarlett,FW,0.415,1.06,11.0,10.65,2560.0,False
Tottenham Hotspur,Mohammed Kudus,FW,0.415,1.06,11.0,10.65,2560.0,False
Tottenham Hotspur,Manor Solomon,FW,0.415,1.06,11.0,10.65,2560.0,False
Tottenham Hotspur,Mickey van de Ven,DF,0.09,0.25,3.0,2.8,2800.0,False
Tottenham Hotspur,Destiny Udogie,DF,0.09,0.25,3.0,2.8,2800.0,False
Tottenham Hotspur,Ashley Phillips,DF,0.09,0.25,3.0,2.8,2800.0,False
Tottenham Hotspur,Kota Takai,DF,0.09,0.25,3.0,2.8,2800.0,False
Tottenham Hotspur,Souza,DF,0.09,0.25,3.0,2.8,2800.0,False
Hull City,Thimothee Lo-Tutala,GK,0.305,0.835,8.0,7.8,2600.0,False
Leeds United,Gabriel Gudmundsson,DF,0.09,0.25,3.0,2.8,2800.0,False
Nottingham Forest,Callum Hudson-Odoi,FW,0.415,1.06,11.0,10.65,2560.0,False
Nottingham Forest,Nicolás Domínguez,MF,0.21,0.6,6.0,5.2,2600.0,False
Arsenal,Gabriel Martinelli,FW,0.32,0.85,8.0,8.1,2100.0,False
Arsenal,Martin Ødegaard,MF,0.28,0.75,8.0,7.5,2900.0,False
Arsenal,Declan Rice,MF,0.12,0.35,7.0,4.2,3200.0,False
Arsenal,Gabriel Magalhães,DF,0.09,0.25,4.0,3.1,3100.0,False
Arsenal,William Saliba,DF,0.04,0.1,2.0,1.5,3420.0,False
Manchester City,Erling Haaland,FW,0.82,1.75,27.0,26.1,2550.0,False
Manchester City,Phil Foden,FW,0.44,1.2,19.0,14.5,2860.0,False
Arsenal,Kai Havertz,FW,0.42,0.95,13.0,12.8,2600.0,False
Manchester City,Kevin De Bruyne,MF,0.29,0.88,4.0,4.5,1220.0,False
Manchester City,Rodri,MF,0.18,0.52,8.0,5.8,2930.0,False
Manchester City,Bernardo Silva,MF,0.21,0.6,6.0,5.2,2580.0,False
Manchester City,Josko Gvardiol,DF,0.11,0.3,4.0,3.4,2320.0,False
Liverpool,Mohamed Salah,FW,0.65,1.5,18.0,18.4,2540.0,False
Liverpool,Darwin Núñez,FW,0.68,1.62,11.0,16.2,2040.0,False
Liverpool,Cody Gakpo,FW,0.41,1.02,8.0,8.6,1620.0,False
Manchester City,Julian Alvarez,FW,0.38,0.98,11.0,11.2,2650.0,False
Ipswich Town,Elkan Baggott,DF,0.09,0.25,3.0,2.8,2800.0,False
Liverpool,Luis Díaz,FW,0.38,0.95,8.0,10.1,2640.0,False
Ipswich Town,Harry Clarke,DF,0.09,0.25,3.0,2.8,2800.0,False
Liverpool,Diogo Jota,FW,0.55,1.3,10.0,8.1,1160.0,False
Liverpool,Alexis Mac Allister,MF,0.16,0.45,5.0,4.8,2600.0,False
Brentford,Nathan Collins,DF,0.09,0.25,3.0,2.8,2800.0,False
Chelsea,Cole Palmer,FW,0.58,1.35,22.0,18.2,2770.0,False
Chelsea,Nicolas Jackson,FW,0.52,1.25,14.0,14.8,2800.0,False
Chelsea,Noni Madueke,FW,0.35,0.9,5.0,4.9,1060.0,False
Chelsea,Conor Gallagher,MF,0.19,0.5,5.0,5.6,3130.0,False
Chelsea,Thiago Silva,DF,0.06,0.18,3.0,2.1,2620.0,False
Tottenham Hotspur,Richarlison,FW,0.54,1.2,11.0,9.8,1500.0,False
Liverpool,Virgil van Dijk,DF,0.08,0.22,2.0,2.8,3150.0,False
Tottenham Hotspur,Dejan Kulusevski,FW,0.25,0.7,8.0,6.8,2770.0,False
Tottenham Hotspur,Cristian Romero,DF,0.12,0.3,5.0,3.6,2800.0,False
Manchester United,Rasmus Højlund,FW,0.38,0.85,10.0,9.2,2170.0,False
Manchester United,Marcus Rashford,FW,0.32,0.8,7.0,8.1,2260.0,False
Manchester United,Alejandro Garnacho,FW,0.3,0.88,7.0,8.5,2570.0,False
Manchester United,Bruno Fernandes,MF,0.31,0.82,10.0,10.8,3120.0,False
Manchester United,Scott McTominay,MF,0.29,0.65,7.0,6.1,1800.0,False
Manchester United,Harry Maguire,DF,0.09,0.25,2.0,2.2,1650.0,False
Tottenham Hotspur,James Maddison,MF,0.24,0.72,4.0,4.9,2100.0,False
Tottenham Hotspur,Son Heung-Min,FW,0.41,1.15,17.0,12.1,2940.0,False
Ipswich Town,Abdoul Ouattara,DF,0.09,0.25,3.0,2.8,2800.0,False
Ipswich Town,Wes Burns,MF,0.21,0.6,6.0,5.2,2600.0,False
Ipswich Town,Samuel Szmodics,MF,0.21,0.6,6.0,5.2,2600.0,False
Leeds United,Wilfried Gnonto,FW,0.415,1.06,11.0,10.65,2560.0,False
Leeds United,Mateo Fernandez,FW,0.415,1.06,11.0,10.65,2560.0,False
Ipswich Town,David Button,GK,0.305,0.835,8.0,7.8,2600.0,False
Ipswich Town,Christian Walton,GK,0.305,0.835,8.0,7.8,2600.0,False
Ipswich Town,Alex Palmer,GK,0.305,0.835,8.0,7.8,2600.0,False
Ipswich Town,Kjell Scherpen,GK,0.305,0.835,8.0,7.8,2600.0,False
Ipswich Town,Kayne van Oevelen,GK,0.305,0.835,8.0,7.8,2600.0,False
Ipswich Town,Darnell Furlong,DF,0.09,0.25,3.0,2.8,2800.0,False
Ipswich Town,Ben Johnson,DF,0.09,0.25,3.0,2.8,2800.0,False
Ipswich Town,Issa Diop,DF,0.09,0.25,3.0,2.8,2800.0,False
Ipswich Town,Cédric Kipré,DF,0.09,0.25,3.0,2.8,2800.0,False
Ipswich Town,George Hirst,FW,0.415,1.06,11.0,10.65,2560.0,False
Nottingham Forest,Murillo,DF,0.09,0.25,3.0,2.8,2800.0,False
Ipswich Town,Jaden Philogene-Bidace,FW,0.415,1.06,11.0,10.65,2560.0,False
Nottingham Forest,Ryan Yates,MF,0.21,0.6,6.0,5.2,2600.0,False
Nottingham Forest,Ibrahim Sangaré,MF,0.21,0.6,6.0,5.2,2600.0,False
Nottingham Forest,Xaver Schlager,MF,0.21,0.6,6.0,5.2,2600.0,False
Leeds United,Largie Ramazani,FW,0.415,1.06,11.0,10.65,2560.0,False
Leeds United,Joe Gelhardt,FW,0.415,1.06,11.0,10.65,2560.0,False
Leeds United,Joël Piroe,FW,0.415,1.06,11.0,10.65,2560.0,False
Leeds United,Noah Okafor,FW,0.415,1.06,11.0,10.65,2560.0,False
Ipswich Town,Jack Taylor,MF,0.21,0.6,6.0,5.2,2600.0,False
Ipswich Town,Azor Matusiwa,MF,0.21,0.6,6.0,5.2,2600.0,False
Ipswich Town,Saša Lukić,MF,0.21,0.6,6.0,5.2,2600.0,False
Ipswich Town,Julio Enciso,MF,0.21,0.6,6.0,5.2,2600.0,False
Ipswich Town,Marcelino Núñez,MF,0.21,0.6,6.0,5.2,2600.0,False
Ipswich Town,Anis Mehmeti,MF,0.21,0.6,6.0,5.2,2600.0,False
Ipswich Town,Cameron Humphreys,MF,0.21,0.6,6.0,5.2,2600.0,False
Ipswich Town,Kasey McAteer,MF,0.21,0.6,6.0,5.2,2600.0,False
Nottingham Forest,James McAtee,MF,0.21,0.6,6.0,5.2,2600.0,False
Ipswich Town,Jack Clarke,FW,0.415,1.06,11.0,10.65,2560.0,False
Ipswich Town,Jacob Greaves,DF,0.09,0.25,3.0,2.8,2800.0,False
Ipswich Town,Florentino,MF,0.21,0.6,6.0,5.2,2600.0,False
Ipswich Town,Leif Davis,DF,0.09,0.25,3.0,2.8,2800.0,False
Leeds United,Lukas Nmecha,FW,0.415,1.06,11.0,10.65,2560.0,False
Ipswich Town,Dara O'Shea,DF,0.09,0.25,3.0,2.8,2800.0,False
Ipswich Town,Chuba Akpom,FW,0.415,1.06,11.0,10.65,2560.0,False
Leeds United,Daniel James,FW,0.415,1.06,11.0,10.65,2560.0,False
Leeds United,Harry Wilson,FW,0.415,1.06,11.0,10.65,2560.0,False
Ipswich Town,Chiedozie Ogbene,FW,0.415,1.06,11.0,10.65,2560.0,False
Leeds United,Jaka Bijol,DF,0.09,0.25,3.0,2.8,2800.0,False
Chelsea,Enzo Fernández,MF,0.15,0.4,3.0,3.8,2180.0,False
Leeds United,Tarik Muharemović,DF,0.09,0.25,3.0,2.8,2800.0,False
Coventry City,Milan van Ewijk,DF,0.09,0.25,3.0,2.8,2800.0,False
Coventry City,Joel Latibeaudiere,DF,0.09,0.25,3.0,2.8,2800.0,False
Coventry City,Aurele Amenda,DF,0.09,0.25,3.0,2.8,2800.0,False
Crystal Palace,Borna Sosa,DF,0.09,0.25,3.0,2.8,2800.0,False
Brentford,Benjamin Fredrick,DF,0.09,0.25,3.0,2.8,2800.0,False
Brentford,Ji-soo Kim,DF,0.09,0.25,3.0,2.8,2800.0,False
Crystal Palace,Evann Guessand,FW,0.415,1.06,11.0,10.65,2560.0,False
Crystal Palace,Yeremi Pino,FW,0.415,1.06,11.0,10.65,2560.0,False
Crystal Palace,Matheus Franca,FW,0.415,1.06,11.0,10.65,2560.0,False
Crystal Palace,Jesurun Rak-Sakyi,FW,0.415,1.06,11.0,10.65,2560.0,False
Crystal Palace,Romain Esse,FW,0.415,1.06,11.0,10.65,2560.0,False
Crystal Palace,Jørgen Strand Larsen,FW,0.415,1.06,11.0,10.65,2560.0,False
Crystal Palace,Zavier Gozo,FW,0.415,1.06,11.0,10.65,2560.0,False
Crystal Palace,Brennan Johnson,FW,0.415,1.06,11.0,10.65,2560.0,False
Brighton & Hove Albion,Jason Steele,GK,0.305,0.835,8.0,7.8,2600.0,False
Brighton & Hove Albion,Thomas McGill,GK,0.305,0.835,8.0,7.8,2600.0,False
Brighton & Hove Albion,Carl Rushworth,GK,0.305,0.835,8.0,7.8,2600.0,False
Coventry City,Liam Kitching,DF,0.09,0.25,3.0,2.8,2800.0,False
Brighton & Hove Albion,James Beadle,GK,0.305,0.835,8.0,7.8,2600.0,False
Coventry City,Jay Dasilva,DF,0.09,0.25,3.0,2.8,2800.0,False
Coventry City,Jake Bidwell,DF,0.09,0.25,3.0,2.8,2800.0,False
Coventry City,Loum Tchaouna,FW,0.415,1.06,11.0,10.65,2560.0,False
Coventry City,Norman Bassette,FW,0.415,1.06,11.0,10.65,2560.0,False
Coventry City,Miguel Angel Brau,DF,0.09,0.25,3.0,2.8,2800.0,False
Brentford,Benjamin Arthur,DF,0.09,0.25,3.0,2.8,2800.0,False
Coventry City,Kaine Kesler,DF,0.09,0.25,3.0,2.8,2800.0,False
Coventry City,Bobby Thomas,DF,0.09,0.25,3.0,2.8,2800.0,False
AFC Bournemouth,Enes Ünal,FW,0.415,1.06,11.0,10.65,2560.0,False
AFC Bournemouth,Evanilson,FW,0.415,1.06,11.0,10.65,2560.0,False
AFC Bournemouth,Amine Adli,FW,0.415,1.06,11.0,10.65,2560.0,False
AFC Bournemouth,Daniel Jebbison,FW,0.415,1.06,11.0,10.65,2560.0,False
AFC Bournemouth,Ben Doak,FW,0.415,1.06,11.0,10.65,2560.0,False
AFC Bournemouth,Alvaro Rodriguez,FW,0.415,1.06,11.0,10.65,2560.0,False
AFC Bournemouth,Rayan,FW,0.415,1.06,11.0,10.65,2560.0,False
AFC Bournemouth,Eli Kroupi,FW,0.415,1.06,11.0,10.65,2560.0,False
Coventry City,Ben Wilson,GK,0.305,0.835,8.0,7.8,2600.0,False
Coventry City,Oliver Dovin,GK,0.305,0.835,8.0,7.8,2600.0,False
Coventry City,Carl Rushworth,GK,0.305,0.835,8.0,7.8,2600.0,False
Coventry City,Luke Woolfenden,DF,0.09,0.25,3.0,2.8,2800.0,False
Brighton & Hove Albion,Olivier Boscagli,DF,0.09,0.25,3.0,2.8,2800.0,False
Brighton & Hove Albion,Pascal Struijk,DF,0.09,0.25,3.0,2.8,2800.0,False
Brighton & Hove Albion,Lewis Dunk,DF,0.09,0.25,3.0,2.8,2800.0,False
Brighton & Hove Albion,Igor Julio,DF,0.09,0.25,3.0,2.8,2800.0,False
Brighton & Hove Albion,Michael Svoboda,DF,0.09,0.25,3.0,2.8,2800.0,False
Brighton & Hove Albion,Mats Wieffer,DF,0.09,0.25,3.0,2.8,2800.0,False
Brighton & Hove Albion,Maxim De Cuyper,DF,0.09,0.25,3.0,2.8,2800.0,False
Brighton & Hove Albion,Promise Akinpelu,FW,0.415,1.06,11.0,10.65,2560.0,False
Brighton & Hove Albion,Charalampos Kostoulas,FW,0.415,1.06,11.0,10.65,2560.0,False
Brighton & Hove Albion,Zadok Yohanna,FW,0.415,1.06,11.0,10.65,2560.0,False
Brighton & Hove Albion,Rodrigo Rêgo,FW,0.415,1.06,11.0,10.65,2560.0,False
Brentford,Ellery Balcombe,GK,0.305,0.835,8.0,7.8,2600.0,False
Brentford,Caoimhin Kelleher,GK,0.305,0.835,8.0,7.8,2600.0,False
Brentford,Hákon Rafn Valdimarsson,GK,0.305,0.835,8.0,7.8,2600.0,False
Brentford,Matthew Cox,GK,0.305,0.835,8.0,7.8,2600.0,False
Brentford,Julian Eyestone,GK,0.305,0.835,8.0,7.8,2600.0,False
Brentford,Rico Henry,DF,0.09,0.25,3.0,2.8,2800.0,False
Brentford,Sepp van den Berg,DF,0.09,0.25,3.0,2.8,2800.0,False
Leeds United,Isaac Schmidt,DF,0.09,0.25,3.0,2.8,2800.0,False
Brentford,Kristoffer Ajer,DF,0.09,0.25,3.0,2.8,2800.0,False
Tottenham Hotspur,Jan Paul van Hecke,DF,0.09,0.25,3.0,2.8,2800.0,False
Crystal Palace,Adam Wharton,MF,0.21,0.6,6.0,5.2,2600.0,False
Crystal Palace,David Ozoh,MF,0.21,0.6,6.0,5.2,2600.0,False
Crystal Palace,Justin Devenny,MF,0.21,0.6,6.0,5.2,2600.0,False
Brighton & Hove Albion,Ferdi Kadıoğlu,DF,0.09,0.25,3.0,2.8,2800.0,False
Brighton & Hove Albion,Bart Verbruggen,GK,0.305,0.835,8.0,7.8,2600.0,False
Crystal Palace,Dwight McNeil,FW,0.415,1.06,11.0,10.65,2560.0,False
Crystal Palace,Eddie Nketiah,FW,0.415,1.06,11.0,10.65,2560.0,False
Crystal Palace,Ismaïla Sarr,FW,0.415,1.06,11.0,10.65,2560.0,False
Crystal Palace,Maxence Lacroix,DF,0.09,0.25,3.0,2.8,2800.0,False
Crystal Palace,Chris Richards,DF,0.09,0.25,3.0,2.8,2800.0,False
Crystal Palace,Tyrick Mitchell,DF,0.09,0.25,3.0,2.8,2800.0,False
Coventry City,Ellis Simms,FW,0.415,1.06,11.0,10.65,2560.0,False
Crystal Palace,Óscar Mingueza,DF,0.09,0.25,3.0,2.8,2800.0,False
Crystal Palace,Anan Khalaili,DF,0.09,0.25,3.0,2.8,2800.0,False
Crystal Palace,Jaydee Canvot,DF,0.09,0.25,3.0,2.8,2800.0,False
Crystal Palace,Caleb Kporha,DF,0.09,0.25,3.0,2.8,2800.0,False
Crystal Palace,Rio Cardines,DF,0.09,0.25,3.0,2.8,2800.0,False
Crystal Palace,Jefferson Lerma,MF,0.21,0.6,6.0,5.2,2600.0,False
Crystal Palace,Daichi Kamada,MF,0.21,0.6,6.0,5.2,2600.0,False
Crystal Palace,Will Hughes,MF,0.21,0.6,6.0,5.2,2600.0,False
Crystal Palace,Cheick Doucouré,MF,0.21,0.6,6.0,5.2,2600.0,False
Crystal Palace,Chadi Riad,DF,0.09,0.25,3.0,2.8,2800.0,False
Coventry City,Raphael Borges Rodrigues,FW,0.415,1.06,11.0,10.65,2560.0,False
Brentford,Ethan Pinnock,DF,0.09,0.25,3.0,2.8,2800.0,False
Coventry City,Haji Wright,FW,0.415,1.06,11.0,10.65,2560.0,False
Hull City,Liam Millar,FW,0.415,1.06,11.0,10.65,2560.0,False
Hull City,Enis Destan,FW,0.415,1.06,11.0,10.65,2560.0,False
Hull City,David Akintola,FW,0.415,1.06,11.0,10.65,2560.0,False
Hull City,Mason Burstow,FW,0.415,1.06,11.0,10.65,2560.0,False
Hull City,Mohamed Belloumi,FW,0.415,1.06,11.0,10.65,2560.0,False
Crystal Palace,Takehiro Tomiyasu,DF,0.09,0.25,3.0,2.8,2800.0,False
Crystal Palace,Jean-Philippe Mateta,FW,0.415,1.06,11.0,10.65,2560.0,False
Crystal Palace,Daniel Muñoz,DF,0.09,0.25,3.0,2.8,2800.0,False
AFC Bournemouth,Adam Smith,DF,0.09,0.25,3.0,2.8,2800.0,False
AFC Bournemouth,Max Aarons,DF,0.09,0.25,3.0,2.8,2800.0,False
AFC Bournemouth,James Hill,DF,0.09,0.25,3.0,2.8,2800.0,False
AFC Bournemouth,Bafodé Diakité,DF,0.09,0.25,3.0,2.8,2800.0,False
AFC Bournemouth,Julian Araujo,DF,0.09,0.25,3.0,2.8,2800.0,False
AFC Bournemouth,Adrien Truffert,DF,0.09,0.25,3.0,2.8,2800.0,False
AFC Bournemouth,Juanlu,DF,0.09,0.25,3.0,2.8,2800.0,False
AFC Bournemouth,Will Dennis,GK,0.305,0.835,8.0,7.8,2600.0,False
AFC Bournemouth,Julio Soler,DF,0.09,0.25,3.0,2.8,2800.0,False
Hull City,Joe Gelhardt,FW,0.415,1.06,11.0,10.65,2560.0,False
Hull City,Oliver McBurnie,FW,0.415,1.06,11.0,10.65,2560.0,False
Hull City,Óscar Zambrano,MF,0.21,0.6,6.0,5.2,2600.0,False
Hull City,Jens Hjertö-Dahl,MF,0.21,0.6,6.0,5.2,2600.0,False
Coventry City,Tatsuhiro Sakamoto,FW,0.415,1.06,11.0,10.65,2560.0,False
Leeds United,Ao Tanaka,MF,0.21,0.6,6.0,5.2,2600.0,False
Leeds United,Anton Stach,MF,0.21,0.6,6.0,5.2,2600.0,False
Leeds United,Ilia Gruev,MF,0.21,0.6,6.0,5.2,2600.0,False
Leeds United,Alex Cairns,GK,0.305,0.835,8.0,7.8,2600.0,False
Leeds United,Charlie Crewe,MF,0.21,0.6,6.0,5.2,2600.0,False
Leeds United,Lucas Perri,GK,0.305,0.835,8.0,7.8,2600.0,False
Leeds United,Sean Longstaff,MF,0.21,0.6,6.0,5.2,2600.0,False
AFC Bournemouth,Matai Akinmboni,DF,0.09,0.25,3.0,2.8,2800.0,False
Hull City,Abu Kamara,FW,0.415,1.06,11.0,10.65,2560.0,False
Hull City,Matty Crooks,MF,0.21,0.6,6.0,5.2,2600.0,False
Hull City,Kieran Dowell,MF,0.21,0.6,6.0,5.2,2600.0,False
Hull City,Abdülkadir Ömür,MF,0.21,0.6,6.0,5.2,2600.0,False
Hull City,Hidemasa Morita,MF,0.21,0.6,6.0,5.2,2600.0,False
Hull City,Eliot Matazo,MF,0.21,0.6,6.0,5.2,2600.0,False
Hull City,Lucas Gourna-Douath,MF,0.21,0.6,6.0,5.2,2600.0,False
Hull City,Darko Gyabi,MF,0.21,0.6,6.0,5.2,2600.0,False
Hull City,Elliot Stroud,MF,0.21,0.6,6.0,5.2,2600.0,False
Hull City,Regan Slater,MF,0.21,0.6,6.0,5.2,2600.0,False
AFC Bournemouth,Veljko Milosavljević,DF,0.09,0.25,3.0,2.8,2800.0,False
Leeds United,Ethan Ampadu,MF,0.21,0.6,6.0,5.2,2600.0,False
AFC Bournemouth,Marcus Tavernier,MF,0.21,0.6,6.0,5.2,2600.0,False
Brentford,Jaidon Anthony,FW,0.415,1.06,11.0,10.65,2560.0,False
Brentford,Dango Ouattara,FW,0.415,1.06,11.0,10.65,2560.0,False
Brentford,Gustavo Gomes,FW,0.415,1.06,11.0,10.65,2560.0,False
AFC Bournemouth,Alex Scott,MF,0.21,0.6,6.0,5.2,2600.0,False
AFC Bournemouth,Alex Toth,MF,0.21,0.6,6.0,5.2,2600.0,False
AFC Bournemouth,Ben Winterburn,MF,0.21,0.6,6.0,5.2,2600.0,False
AFC Bournemouth,David Brooks,FW,0.415,1.06,11.0,10.65,2560.0,False
Coventry City,Ephron Mason-Clark,MF,0.21,0.6,6.0,5.2,2600.0,False
Coventry City,Matt Grimes,MF,0.21,0.6,6.0,5.2,2600.0,False
Coventry City,Gustavo Hamer,MF,0.21,0.6,6.0,5.2,2600.0,False
Coventry City,Victor Torp,MF,0.21,0.6,6.0,5.2,2600.0,False
Coventry City,Frank Onyeka,MF,0.21,0.6,6.0,5.2,2600.0,False
Coventry City,Josh Eccles,MF,0.21,0.6,6.0,5.2,2600.0,False
Coventry City,Jack Rudoni,MF,0.21,0.6,6.0,5.2,2600.0,False
Coventry City,Kai Andrews,MF,0.21,0.6,6.0,5.2,2600.0,False
Coventry City,Brandon Thomas-Asante,FW,0.415,1.06,11.0,10.65,2560.0,False
AFC Bournemouth,Lewis Cook,MF,0.21,0.6,6.0,5.2,2600.0,False
Brentford,Thiago,FW,0.415,1.06,11.0,10.65,2560.0,False
Brentford,Kevin Schade,FW,0.415,1.06,11.0,10.65,2560.0,False
Coventry City,Caleb Yirenkyi,MF,0.21,0.6,6.0,5.2,2600.0,False
Brentford,Yunus Konak,MF,0.21,0.6,6.0,5.2,2600.0,False
AFC Bournemouth,Justin Kluivert,MF,0.21,0.6,6.0,5.2,2600.0,False
