team,player,pos,xg90,xsot90,goals,xg,minutes,is_placeholder_stats
Tottenham Hotspur,Jan Paul van Hecke,DF,0.09,0.25,3.0,2.8,2800.0,True
Brighton & Hove Albion,Igor Julio,DF,0.09,0.25,3.0,2.8,2800.0,True
Brighton & Hove Albion,Michael Svoboda,DF,0.09,0.25,3.0,2.8,2800.0,True
Brighton & Hove Albion,Mats Wieffer,DF,0.09,0.25,3.0,2.8,2800.0,True
Brighton & Hove Albion,Maxim De Cuyper,DF,0.09,0.25,3.0,2.8,2800.0,True
Brighton & Hove Albion,Promise Akinpelu,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Brighton & Hove Albion,Charalampos Kostoulas,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Brighton & Hove Albion,Zadok Yohanna,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Brighton & Hove Albion,Rodrigo Rêgo,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Brentford,Ellery Balcombe,GK,0.305,0.835,8.0,7.8,2600.0,True
Brentford,Caoimhin Kelleher,GK,0.305,0.835,8.0,7.8,2600.0,True
Brentford,Hákon Rafn Valdimarsson,GK,0.305,0.835,8.0,7.8,2600.0,True
Brentford,Matthew Cox,GK,0.305,0.835,8.0,7.8,2600.0,True
Brentford,Julian Eyestone,GK,0.305,0.835,8.0,7.8,2600.0,True
Brentford,Ethan Pinnock,DF,0.09,0.25,3.0,2.8,2800.0,True
Brentford,Rico Henry,DF,0.09,0.25,3.0,2.8,2800.0,True
Brentford,Sepp van den Berg,DF,0.09,0.25,3.0,2.8,2800.0,True
Brentford,Kristoffer Ajer,DF,0.09,0.25,3.0,2.8,2800.0,True
Brentford,Aaron Hickey,DF,0.09,0.25,3.0,2.8,2800.0,True
Brentford,Nathan Collins,DF,0.09,0.25,3.0,2.8,2800.0,True
Brentford,Michael Kayode,DF,0.09,0.25,3.0,2.8,2800.0,True
Brentford,Jayden Meghoma,DF,0.09,0.25,3.0,2.8,2800.0,True
Brighton & Hove Albion,Stefanos Tzimas,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Brentford,Jannik Schuster,DF,0.09,0.25,3.0,2.8,2800.0,True
Brighton & Hove Albion,Ibrahim Osman,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Brighton & Hove Albion,Tom Watson,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Brighton & Hove Albion,Eiran Cashin,DF,0.09,0.25,3.0,2.8,2800.0,True
Brighton & Hove Albion,Diego Coppola,DF,0.09,0.25,3.0,2.8,2800.0,True
Brighton & Hove Albion,Costinha,DF,0.09,0.25,3.0,2.8,2800.0,True
Brighton & Hove Albion,Luka Vušković,DF,0.09,0.25,3.0,2.8,2800.0,True
Brighton & Hove Albion,Matt O'Riley,MF,0.21,0.6,6.0,5.2,2600.0,True
Brighton & Hove Albion,Pascal Groß,MF,0.21,0.6,6.0,5.2,2600.0,True
Brighton & Hove Albion,Yasin Ayari,MF,0.21,0.6,6.0,5.2,2600.0,True
Brighton & Hove Albion,Carlos Baleba,MF,0.21,0.6,6.0,5.2,2600.0,True
Brighton & Hove Albion,Diego Gómez,MF,0.21,0.6,6.0,5.2,2600.0,True
Brighton & Hove Albion,Facundo Buonanotte,MF,0.21,0.6,6.0,5.2,2600.0,True
Brighton & Hove Albion,Jack Hinshelwood,MF,0.21,0.6,6.0,5.2,2600.0,True
Brighton & Hove Albion,Malick Yalcouyé,MF,0.21,0.6,6.0,5.2,2600.0,True
Brighton & Hove Albion,Danny Welbeck,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Brighton & Hove Albion,Georginio Rutter,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Brighton & Hove Albion,Evan Ferguson,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Brighton & Hove Albion,Kaoru Mitoma,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Brighton & Hove Albion,Yankubah Minteh,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Brighton & Hove Albion,Amario Cozier-Duberry,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Tottenham Hotspur,Pedro Porro,DF,0.09,0.25,3.0,2.8,2800.0,True
Sunderland,Wilson Isidor,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Tottenham Hotspur,Marcos Senesi,DF,0.09,0.25,3.0,2.8,2800.0,True
Chelsea,Geovany Quenda,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Chelsea,Estevao,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Everton,Jordan Pickford,GK,0.305,0.835,8.0,7.8,2600.0,True
Everton,Thomas King,GK,0.305,0.835,8.0,7.8,2600.0,True
Everton,Mark Travers,GK,0.305,0.835,8.0,7.8,2600.0,True
Everton,James Tarkowski,DF,0.09,0.25,3.0,2.8,2800.0,True
Everton,Michael Keane,DF,0.09,0.25,3.0,2.8,2800.0,True
Chelsea,Marc Guiu,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Everton,Vitalii Mykolenko,DF,0.09,0.25,3.0,2.8,2800.0,True
Everton,Jake O'Brien,DF,0.09,0.25,3.0,2.8,2800.0,True
Everton,Nathan Patterson,DF,0.09,0.25,3.0,2.8,2800.0,True
Everton,Adam Aznou,DF,0.09,0.25,3.0,2.8,2800.0,True
Everton,Christian Nørgaard,MF,0.21,0.6,6.0,5.2,2600.0,True
Everton,James Garner,MF,0.21,0.6,6.0,5.2,2600.0,True
Everton,Hayden Hackney,MF,0.21,0.6,6.0,5.2,2600.0,True
Everton,Kiernan Dewsbury Hall,MF,0.21,0.6,6.0,5.2,2600.0,True
Everton,Jarrad Branthwaite,DF,0.09,0.25,3.0,2.8,2800.0,True
Chelsea,Alejandro Garnacho,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Chelsea,Jamie Bynoe-Gittens,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Chelsea,Aaron Anselmino,DF,0.09,0.25,3.0,2.8,2800.0,True
Chelsea,Josh Acheampong,DF,0.09,0.25,3.0,2.8,2800.0,True
Chelsea,Denner,DF,0.09,0.25,3.0,2.8,2800.0,True
Chelsea,Jordan Henderson,MF,0.21,0.6,6.0,5.2,2600.0,True
Chelsea,Morgan Rogers,MF,0.21,0.6,6.0,5.2,2600.0,True
Chelsea,Moisés Caicedo,MF,0.21,0.6,6.0,5.2,2600.0,True
Chelsea,Dario Essugo,MF,0.21,0.6,6.0,5.2,2600.0,True
Chelsea,Valentin Barco,MF,0.21,0.6,6.0,5.2,2600.0,True
Chelsea,Romeo Lavia,MF,0.21,0.6,6.0,5.2,2600.0,True
Chelsea,Pedro Neto,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Chelsea,Danny Welbeck,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Chelsea,Mykhailo Mudryk,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Chelsea,João Pedro,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Chelsea,Emanuel Emegha,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Chelsea,Liam Delap,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Everton,Carlos Alcaraz,MF,0.21,0.6,6.0,5.2,2600.0,True
Everton,Merlin Röhl,MF,0.21,0.6,6.0,5.2,2600.0,True
Everton,Tim Iroegbunam,MF,0.21,0.6,6.0,5.2,2600.0,True
Everton,Harrison Armstrong,MF,0.21,0.6,6.0,5.2,2600.0,True
Fulham,Sander Berge,MF,0.21,0.6,6.0,5.2,2600.0,True
Fulham,Saša Lukić,MF,0.21,0.6,6.0,5.2,2600.0,True
Fulham,Emile Smith Rowe,MF,0.21,0.6,6.0,5.2,2600.0,True
Fulham,Luke Harris,MF,0.21,0.6,6.0,5.2,2600.0,True
Fulham,Shea Charles,MF,0.21,0.6,6.0,5.2,2600.0,True
Fulham,Joshua King,MF,0.21,0.6,6.0,5.2,2600.0,True
Fulham,César Palacios,MF,0.21,0.6,6.0,5.2,2600.0,True
Fulham,Alex Iwobi,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Fulham,Rodrigo Muniz,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Fulham,Kevin Santos,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Fulham,Oscar Bobb,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Fulham,Jonah Kusi-Asare,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Fulham,Gonzalo García,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Liverpool,Alisson Becker,GK,0.305,0.835,8.0,7.8,2600.0,True
Liverpool,Freddie Woodman,GK,0.305,0.835,8.0,7.8,2600.0,True
Liverpool,Giorgi Mamardashvili,GK,0.305,0.835,8.0,7.8,2600.0,True
Liverpool,Vítězslav Jaroš,GK,0.305,0.835,8.0,7.8,2600.0,True
Fulham,Harrison Reed,MF,0.21,0.6,6.0,5.2,2600.0,True
Chelsea,Marco Palestra,DF,0.09,0.25,3.0,2.8,2800.0,True
Fulham,Tom Cairney,MF,0.21,0.6,6.0,5.2,2600.0,True
Fulham,Calvin Bassey,DF,0.09,0.25,3.0,2.8,2800.0,True
Everton,Dwight McNeil,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Everton,Iliman Ndiaye,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Everton,Brennan Johnson,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Everton,Beto,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Everton,Thierno Barry,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Everton,Tyler Dibling,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Everton,Tyrique George,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Everton,Harvey Foster,,0.305,0.835,8.0,7.8,2600.0,True
Fulham,Bernd Leno,GK,0.305,0.835,8.0,7.8,2600.0,True
Fulham,Benjamin Lecomte,GK,0.305,0.835,8.0,7.8,2600.0,True
Fulham,Timothy Castagne,DF,0.09,0.25,3.0,2.8,2800.0,True
Fulham,Joachim Andersen,DF,0.09,0.25,3.0,2.8,2800.0,True
Fulham,Antonee Robinson,DF,0.09,0.25,3.0,2.8,2800.0,True
Fulham,Ryan Sessegnon,DF,0.09,0.25,3.0,2.8,2800.0,True
Fulham,Issa Diop,DF,0.09,0.25,3.0,2.8,2800.0,True
Fulham,Kenny Tete,DF,0.09,0.25,3.0,2.8,2800.0,True
Fulham,Jorge Cuenca,DF,0.09,0.25,3.0,2.8,2800.0,True
Fulham,Luc De Fougerolles,DF,0.09,0.25,3.0,2.8,2800.0,True
Liverpool,Harvey Davies,GK,0.305,0.835,8.0,7.8,2600.0,True
Chelsea,Mamadou Sarr,DF,0.09,0.25,3.0,2.8,2800.0,True
Chelsea,Caleb Wiley,DF,0.09,0.25,3.0,2.8,2800.0,True
Arsenal,Gabriel Jesus,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Arsenal,Reiss Nelson,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Arsenal,Viktor Gyökeres,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Arsenal,Martinelli,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Arsenal,Christos Tzolis,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Arsenal,Ethan Nwaneri,MF,0.21,0.6,6.0,5.2,2600.0,True
Arsenal,Noni Madueke,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Aston Villa,Emiliano Martínez,GK,0.305,0.835,8.0,7.8,2600.0,True
Aston Villa,Marco Bizot,GK,0.305,0.835,8.0,7.8,2600.0,True
Aston Villa,Joe Gauci,GK,0.305,0.835,8.0,7.8,2600.0,True
Aston Villa,Zion Suzuki,GK,0.305,0.835,8.0,7.8,2600.0,True
Aston Villa,Oliwier Zych,GK,0.305,0.835,8.0,7.8,2600.0,True
Aston Villa,Lucas Digne,DF,0.09,0.25,3.0,2.8,2800.0,True
Aston Villa,Victor Nilsson-Lindelöf,DF,0.09,0.25,3.0,2.8,2800.0,True
Arsenal,Max Dowman,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Arsenal,Martín Zubimendi,MF,0.21,0.6,6.0,5.2,2600.0,True
Arsenal,Fabio Vieira,MF,0.21,0.6,6.0,5.2,2600.0,True
Arsenal,Christian Nørgaard,MF,0.21,0.6,6.0,5.2,2600.0,True
Arsenal,Kepa Arrizabalaga,GK,0.305,0.835,8.0,7.8,2600.0,True
Arsenal,David Raya,GK,0.305,0.835,8.0,7.8,2600.0,True
Arsenal,Illan Meslier,GK,0.305,0.835,8.0,7.8,2600.0,True
Arsenal,Tommy Setford,GK,0.305,0.835,8.0,7.8,2600.0,True
Arsenal,Ben White,DF,0.09,0.25,3.0,2.8,2800.0,True
Arsenal,Jurrien Timber,DF,0.09,0.25,3.0,2.8,2800.0,True
Arsenal,Piero Hincapié,DF,0.09,0.25,3.0,2.8,2800.0,True
Arsenal,Riccardo Calafiori,DF,0.09,0.25,3.0,2.8,2800.0,True
Arsenal,Cristhian Mosquera,DF,0.09,0.25,3.0,2.8,2800.0,True
Arsenal,Myles Lewis-Skelly,DF,0.09,0.25,3.0,2.8,2800.0,True
Arsenal,Bruno Guimarães,MF,0.21,0.6,6.0,5.2,2600.0,True
Arsenal,Eberechi Eze,MF,0.21,0.6,6.0,5.2,2600.0,True
Arsenal,Mikel Merino,MF,0.21,0.6,6.0,5.2,2600.0,True
Aston Villa,Ezri Konsa,DF,0.09,0.25,3.0,2.8,2800.0,True
Aston Villa,Tyrone Mings,DF,0.09,0.25,3.0,2.8,2800.0,True
Aston Villa,Matty Cash,DF,0.09,0.25,3.0,2.8,2800.0,True
Aston Villa,Pau Torres,DF,0.09,0.25,3.0,2.8,2800.0,True
Aston Villa,Alysson,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Aston Villa,Brian Madjo,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Chelsea,Robert Sánchez,GK,0.305,0.835,8.0,7.8,2600.0,True
Chelsea,Gabriel Slonina,GK,0.305,0.835,8.0,7.8,2600.0,True
Chelsea,Filip Jörgensen,GK,0.305,0.835,8.0,7.8,2600.0,True
Chelsea,Teddy Sharman-Lowe,GK,0.305,0.835,8.0,7.8,2600.0,True
Chelsea,Mike Penders,GK,0.305,0.835,8.0,7.8,2600.0,True
Chelsea,Axel Disasi,DF,0.09,0.25,3.0,2.8,2800.0,True
Chelsea,Trevoh Chalobah,DF,0.09,0.25,3.0,2.8,2800.0,True
Chelsea,Tosin Adarabioyo,DF,0.09,0.25,3.0,2.8,2800.0,True
Chelsea,Wesley Fofana,DF,0.09,0.25,3.0,2.8,2800.0,True
Chelsea,Reece James,DF,0.09,0.25,3.0,2.8,2800.0,True
Chelsea,Maxence Lacroix,DF,0.09,0.25,3.0,2.8,2800.0,True
Chelsea,Pep Chavarría,DF,0.09,0.25,3.0,2.8,2800.0,True
Chelsea,Malo Gusto,DF,0.09,0.25,3.0,2.8,2800.0,True
Chelsea,Benoît Badiashile,DF,0.09,0.25,3.0,2.8,2800.0,True
Chelsea,Levi Colwill,DF,0.09,0.25,3.0,2.8,2800.0,True
Aston Villa,Alejandro Garnacho,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Chelsea,Jorrel Hato,DF,0.09,0.25,3.0,2.8,2800.0,True
Aston Villa,Lewis Dobbin,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Aston Villa,Emiliano Buendía,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Aston Villa,Ian Maatsen,DF,0.09,0.25,3.0,2.8,2800.0,True
Aston Villa,Matteo Ruggeri,DF,0.09,0.25,3.0,2.8,2800.0,True
Aston Villa,Andrés Garcia,DF,0.09,0.25,3.0,2.8,2800.0,True
Aston Villa,Kosta Nedeljković,DF,0.09,0.25,3.0,2.8,2800.0,True
Aston Villa,Modou Keba Cisse,DF,0.09,0.25,3.0,2.8,2800.0,True
Aston Villa,Ross Barkley,MF,0.21,0.6,6.0,5.2,2600.0,True
Aston Villa,Boubacar Kamara,MF,0.21,0.6,6.0,5.2,2600.0,True
Aston Villa,John McGinn,MF,0.21,0.6,6.0,5.2,2600.0,True
Aston Villa,Morgan Rogers,MF,0.21,0.6,6.0,5.2,2600.0,True
Aston Villa,Amadou Onana,MF,0.21,0.6,6.0,5.2,2600.0,True
Aston Villa,João Gomes,MF,0.21,0.6,6.0,5.2,2600.0,True
Aston Villa,Lamare Bogarde,MF,0.21,0.6,6.0,5.2,2600.0,True
Aston Villa,Johan Manzambi,MF,0.21,0.6,6.0,5.2,2600.0,True
Aston Villa,George Hemmings,MF,0.21,0.6,6.0,5.2,2600.0,True
Aston Villa,Leon Bailey,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Aston Villa,Ollie Watkins,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Aston Villa,Tammy Abraham,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Aston Villa,Evann Guessand,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Liverpool,Kostas Tsimikas,DF,0.09,0.25,3.0,2.8,2800.0,True
Liverpool,Joe Gomez,DF,0.09,0.25,3.0,2.8,2800.0,True
Newcastle United,Lewis Hall,DF,0.09,0.25,3.0,2.8,2800.0,True
Newcastle United,Alex Murphy,DF,0.09,0.25,3.0,2.8,2800.0,True
Newcastle United,Leo Shahar,DF,0.09,0.25,3.0,2.8,2800.0,True
Newcastle United,Bruno Guimarães,MF,0.21,0.6,6.0,5.2,2600.0,True
Newcastle United,Joe Willock,MF,0.21,0.6,6.0,5.2,2600.0,True
Newcastle United,Joelinton,MF,0.21,0.6,6.0,5.2,2600.0,True
Newcastle United,Jacob Ramsey,MF,0.21,0.6,6.0,5.2,2600.0,True
Newcastle United,Valentino Livramento,DF,0.09,0.25,3.0,2.8,2800.0,True
Newcastle United,Joe White,MF,0.21,0.6,6.0,5.2,2600.0,True
Newcastle United,Sean Steur,MF,0.21,0.6,6.0,5.2,2600.0,True
Newcastle United,Aladji Bamba,MF,0.21,0.6,6.0,5.2,2600.0,True
Newcastle United,Yoane Wissa,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Newcastle United,Jacob Murphy,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Newcastle United,Harvey Barnes,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Newcastle United,Nick Woltemade,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Newcastle United,Anthony Elanga,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Newcastle United,Lewis Miley,MF,0.21,0.6,6.0,5.2,2600.0,True
Newcastle United,Malick Thiaw,DF,0.09,0.25,3.0,2.8,2800.0,True
Newcastle United,Amar Dedić,DF,0.09,0.25,3.0,2.8,2800.0,True
Newcastle United,Sven Botman,DF,0.09,0.25,3.0,2.8,2800.0,True
Manchester United,Jacob Devaney,MF,0.21,0.6,6.0,5.2,2600.0,True
Manchester United,Bryan Mbeumo,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Manchester United,Matheus Cunha,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Manchester United,Joshua Zirkzee,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Manchester United,Benjamin Šeško,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Manchester United,Amad Diallo,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Manchester United,Ethan Wheatley,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Manchester United,Chido Obi-Martin,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Manchester United,Shea Lacey,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Newcastle United,Nick Pope,GK,0.305,0.835,8.0,7.8,2600.0,True
Newcastle United,Mark Gillespie,GK,0.305,0.835,8.0,7.8,2600.0,True
Newcastle United,Lukáš Horníček,GK,0.305,0.835,8.0,7.8,2600.0,True
Newcastle United,Ewen Jaouen,GK,0.305,0.835,8.0,7.8,2600.0,True
Newcastle United,Aidan Harris,GK,0.305,0.835,8.0,7.8,2600.0,True
Newcastle United,Fabian Schär,DF,0.09,0.25,3.0,2.8,2800.0,True
Newcastle United,Dan Burn,DF,0.09,0.25,3.0,2.8,2800.0,True
Newcastle United,William Osula,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Newcastle United,Bazoumana Touré,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Sunderland,Simon Moore,GK,0.305,0.835,8.0,7.8,2600.0,True
Sunderland,Anthony Patterson,GK,0.305,0.835,8.0,7.8,2600.0,True
Coventry City,Jahnoah Markelo,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Sunderland,Brian Brobbey,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Sunderland,Simon Adingra,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Sunderland,Romaine Mundle,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Sunderland,Nilson Angulo,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Sunderland,Ahmed Abdullahi,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Sunderland,Chemsdine Talbi,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Sunderland,Luís Semedo,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Sunderland,Jocelin Bi,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Tottenham Hotspur,Guglielmo Vicario,GK,0.305,0.835,8.0,7.8,2600.0,True
Tottenham Hotspur,Martin Dúbravka,GK,0.305,0.835,8.0,7.8,2600.0,True
Tottenham Hotspur,Brandon Austin,GK,0.305,0.835,8.0,7.8,2600.0,True
Tottenham Hotspur,Antonín Kinský,GK,0.305,0.835,8.0,7.8,2600.0,True
Tottenham Hotspur,Kevin Danso,DF,0.09,0.25,3.0,2.8,2800.0,True
Tottenham Hotspur,Andrew Robertson,DF,0.09,0.25,3.0,2.8,2800.0,True
Tottenham Hotspur,Ben Davies,DF,0.09,0.25,3.0,2.8,2800.0,True
Tottenham Hotspur,Christian Romero,DF,0.09,0.25,3.0,2.8,2800.0,True
Sunderland,Chris Rigg,MF,0.21,0.6,6.0,5.2,2600.0,True
Manchester United,Tyler Fletcher,MF,0.21,0.6,6.0,5.2,2600.0,True
Sunderland,Noah Sadiki,MF,0.21,0.6,6.0,5.2,2600.0,True
Sunderland,Abdoullah Ba,MF,0.21,0.6,6.0,5.2,2600.0,True
Sunderland,Robin Roefs,GK,0.305,0.835,8.0,7.8,2600.0,True
Sunderland,Melker Ellborg,GK,0.305,0.835,8.0,7.8,2600.0,True
Sunderland,Thomas Meunier,DF,0.09,0.25,3.0,2.8,2800.0,True
Sunderland,Luke O'Nien,DF,0.09,0.25,3.0,2.8,2800.0,True
Sunderland,Arthur Masuaku,DF,0.09,0.25,3.0,2.8,2800.0,True
Sunderland,Nordi Mukiele,DF,0.09,0.25,3.0,2.8,2800.0,True
Sunderland,Reinildo,DF,0.09,0.25,3.0,2.8,2800.0,True
Sunderland,Omar Alderete,DF,0.09,0.25,3.0,2.8,2800.0,True
Sunderland,Trai Hume,DF,0.09,0.25,3.0,2.8,2800.0,True
Sunderland,Daniel Ballard,DF,0.09,0.25,3.0,2.8,2800.0,True
Sunderland,Timothee Pembele,DF,0.09,0.25,3.0,2.8,2800.0,True
Sunderland,Jenson Seelt,DF,0.09,0.25,3.0,2.8,2800.0,True
Sunderland,Leo Fuhr Hjelde,DF,0.09,0.25,3.0,2.8,2800.0,True
Sunderland,Aji Alese,DF,0.09,0.25,3.0,2.8,2800.0,True
Sunderland,Granit Xhaka,MF,0.21,0.6,6.0,5.2,2600.0,True
Sunderland,Alan Browne,MF,0.21,0.6,6.0,5.2,2600.0,True
Sunderland,Enzo Le Fée,MF,0.21,0.6,6.0,5.2,2600.0,True
Sunderland,Habib Diarra,MF,0.21,0.6,6.0,5.2,2600.0,True
Manchester United,Jack Fletcher,MF,0.21,0.6,6.0,5.2,2600.0,True
Manchester United,Toby Collyer,MF,0.21,0.6,6.0,5.2,2600.0,True
Manchester United,Daniel Gore,MF,0.21,0.6,6.0,5.2,2600.0,True
Liverpool,Rio Ngumoha,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Manchester City,Géronimo Rulli,GK,0.305,0.835,8.0,7.8,2600.0,True
Manchester City,Gianluigi Donnarumma,GK,0.305,0.835,8.0,7.8,2600.0,True
Manchester City,Marcus Bettinelli,GK,0.305,0.835,8.0,7.8,2600.0,True
Manchester City,James Trafford,GK,0.305,0.835,8.0,7.8,2600.0,True
Manchester City,Rayan Aït Nouri,DF,0.09,0.25,3.0,2.8,2800.0,True
Manchester City,Rúben Dias,DF,0.09,0.25,3.0,2.8,2800.0,True
Manchester City,Matheus Nunes,DF,0.09,0.25,3.0,2.8,2800.0,True
Manchester City,Marc Guéhi,DF,0.09,0.25,3.0,2.8,2800.0,True
Manchester City,Joško Gvardiol,DF,0.09,0.25,3.0,2.8,2800.0,True
Manchester City,Issa Kaboré,DF,0.09,0.25,3.0,2.8,2800.0,True
Manchester City,Josh Wilson-Esbrand,DF,0.09,0.25,3.0,2.8,2800.0,True
Manchester City,Rico Lewis,DF,0.09,0.25,3.0,2.8,2800.0,True
Manchester City,Nico O'Reilly,DF,0.09,0.25,3.0,2.8,2800.0,True
Manchester City,Abdukodir Khusanov,DF,0.09,0.25,3.0,2.8,2800.0,True
Manchester City,Max Alleyne,DF,0.09,0.25,3.0,2.8,2800.0,True
Manchester City,Vitor Reis,DF,0.09,0.25,3.0,2.8,2800.0,True
Liverpool,Víctor Muñoz,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Manchester City,Juma Bah,DF,0.09,0.25,3.0,2.8,2800.0,True
Liverpool,Hugo Ekitike,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Liverpool,Alexander Isak,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Liverpool,Ronald Araújo,DF,0.09,0.25,3.0,2.8,2800.0,True
Liverpool,Calvin Ramsay,DF,0.09,0.25,3.0,2.8,2800.0,True
Liverpool,Jeremie Frimpong,DF,0.09,0.25,3.0,2.8,2800.0,True
Liverpool,Milos Kerkez,DF,0.09,0.25,3.0,2.8,2800.0,True
Liverpool,Conor Bradley,DF,0.09,0.25,3.0,2.8,2800.0,True
Liverpool,Giovanni Leoni,DF,0.09,0.25,3.0,2.8,2800.0,True
Liverpool,Jeremy Jacquet,DF,0.09,0.25,3.0,2.8,2800.0,True
Liverpool,Wataru Endō,MF,0.21,0.6,6.0,5.2,2600.0,True
Liverpool,Curtis Jones,MF,0.21,0.6,6.0,5.2,2600.0,True
Liverpool,Dominik Szoboszlai,MF,0.21,0.6,6.0,5.2,2600.0,True
Liverpool,Florian Wirtz,MF,0.21,0.6,6.0,5.2,2600.0,True
Liverpool,Ryan Gravenberch,MF,0.21,0.6,6.0,5.2,2600.0,True
Liverpool,Harvey Elliott,MF,0.21,0.6,6.0,5.2,2600.0,True
Liverpool,Stefan Bajcetic,MF,0.21,0.6,6.0,5.2,2600.0,True
Liverpool,Trey Nyoni,MF,0.21,0.6,6.0,5.2,2600.0,True
Liverpool,Federico Chiesa,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Tottenham Hotspur,Djed Spence,DF,0.09,0.25,3.0,2.8,2800.0,True
Manchester City,Mateo Kovačić,MF,0.21,0.6,6.0,5.2,2600.0,True
Manchester City,Kalvin Phillips,MF,0.21,0.6,6.0,5.2,2600.0,True
Manchester United,Matthijs de Ligt,DF,0.09,0.25,3.0,2.8,2800.0,True
